Guid,Element_Id,Type,Level,Date,Time,Version,Model
fbce4c2d-88ef-48d9-b360-5140d14d1d46-0003a3f7,238583,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
27ac7c44-b9d7-40cc-8a1b-c057ecc61919-0003a632,239154,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
27ac7c44-b9d7-40cc-8a1b-c057ecc61919-0003a677,239223,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
27ac7c44-b9d7-40cc-8a1b-c057ecc61919-0003a6f5,239349,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
27ac7c44-b9d7-40cc-8a1b-c057ecc61919-0003a778,239480,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
1c07e012-80ee-47f4-9ab3-e8a015fb7d26-0003a7a1,239521,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
1c07e012-80ee-47f4-9ab3-e8a015fb7d26-0003a839,239673,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
1c07e012-80ee-47f4-9ab3-e8a015fb7d26-0003a855,239701,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
1c07e012-80ee-47f4-9ab3-e8a015fb7d26-0003a889,239753,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
1c07e012-80ee-47f4-9ab3-e8a015fb7d26-0003a8be,239806,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
c954f432-3ba0-4f1c-aa4f-47079bdccd50-0003a9ba,240058,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
c954f432-3ba0-4f1c-aa4f-47079bdccd50-0003aa20,240160,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
c954f432-3ba0-4f1c-aa4f-47079bdccd50-0003aac5,240325,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
25933778-bdec-418f-9215-63d226921279-0003b5aa,243114,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
25933778-bdec-418f-9215-63d226921279-0003b993,244115,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
25933778-bdec-418f-9215-63d226921279-0003b9e7,244199,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
25933778-bdec-418f-9215-63d226921279-0003c36d,246637,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
ac6b7768-9daa-4641-b097-f1c00b53b1cf-0003d511,251153,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
cbcf6eb9-3e44-417e-82c4-7715e43727ff-0003decb,253643,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
9507a10d-de36-4650-a2b9-6b6a27832592-0003e650,255568,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
9507a10d-de36-4650-a2b9-6b6a27832592-0003e6df,255711,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
d0184f58-dd6a-4fdc-823f-d9780b0bf8b7-0003e718,255768,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
f5fdde3a-3656-40b0-97f1-c2a1827f7823-0003e855,256085,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
f5fdde3a-3656-40b0-97f1-c2a1827f7823-0003e9e7,256487,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
f5fdde3a-3656-40b0-97f1-c2a1827f7823-0003ec4d,257101,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
f5fdde3a-3656-40b0-97f1-c2a1827f7823-0003ec79,257145,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
e9a51f79-4011-4654-ba16-6d0e69bca5fc-0003eddd,257501,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
22adb408-c17d-4959-b114-33c2d5fb9dc8-0003eed9,257753,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
22adb408-c17d-4959-b114-33c2d5fb9dc8-0003ef3e,257854,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
94636d7c-0a20-47e8-9ae2-26650d99c37b-0003fda4,261540,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
94636d7c-0a20-47e8-9ae2-26650d99c37b-0003fdc2,261570,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
38666cbd-4118-4497-9e37-965121c088d1-000403a1,263073,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
38666cbd-4118-4497-9e37-965121c088d1-00040644,263748,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
b7387dc8-62cf-47a4-9753-482cf9c1e92f-000407cb,264139,Floor,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9a7,379303,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9a8,379304,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9a9,379305,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9aa,379306,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ab,379307,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ac,379308,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ad,379309,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ae,379310,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9af,379311,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b0,379312,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b1,379313,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b2,379314,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b3,379315,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b4,379316,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b5,379317,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b6,379318,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b7,379319,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b8,379320,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b9,379321,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ba,379322,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9bb,379323,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9bc,379324,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9bd,379325,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9be,379326,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9bf,379327,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c0,379328,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c1,379329,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c2,379330,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c3,379331,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c4,379332,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c5,379333,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c6,379334,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c7,379335,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c8,379336,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c9,379337,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ca,379338,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9cb,379339,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9cc,379340,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9cd,379341,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ce,379342,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9cf,379343,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d0,379344,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d1,379345,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d2,379346,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d3,379347,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d4,379348,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d5,379349,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d6,379350,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d7,379351,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d8,379352,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d9,379353,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9da,379354,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9db,379355,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9dc,379356,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9dd,379357,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9de,379358,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9df,379359,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e0,379360,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e1,379361,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e2,379362,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e3,379363,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e4,379364,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e5,379365,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e6,379366,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e7,379367,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e8,379368,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e9,379369,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ea,379370,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9eb,379371,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ec,379372,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ed,379373,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ee,379374,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ef,379375,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f0,379376,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f1,379377,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f2,379378,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f3,379379,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f4,379380,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f5,379381,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f6,379382,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f7,379383,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f8,379384,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f9,379385,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9fa,379386,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9fb,379387,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9fc,379388,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9fd,379389,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9fe,379390,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ff,379391,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca00,379392,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca01,379393,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca02,379394,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca03,379395,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca04,379396,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca05,379397,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca06,379398,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca07,379399,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca08,379400,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca09,379401,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0a,379402,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0b,379403,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0c,379404,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0d,379405,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0e,379406,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0f,379407,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca10,379408,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca11,379409,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca12,379410,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca13,379411,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca14,379412,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca15,379413,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca16,379414,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca17,379415,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca18,379416,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca19,379417,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca1a,379418,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca1b,379419,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca1c,379420,Road,TOR,July 19, 2023 06:48 PM,V29,PLE-TR-G12-HLD
