Guid,Element_Id,Type,Level,Date,Time,Version,Model
22b32516-a47c-4c37-92c1-a5cfe3e08cdc-00013a38,80440,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
22b32516-a47c-4c37-92c1-a5cfe3e08cdc-00013a46,80454,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
22b32516-a47c-4c37-92c1-a5cfe3e08cdc-00013a55,80469,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
22b32516-a47c-4c37-92c1-a5cfe3e08cdc-00013a66,80486,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c483e036-8ade-4d31-919e-94ba2fb2a843-0001430b,82699,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c483e036-8ade-4d31-919e-94ba2fb2a843-0001447a,83066,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c483e036-8ade-4d31-919e-94ba2fb2a843-0001448c,83084,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c483e036-8ade-4d31-919e-94ba2fb2a843-0001449b,83099,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c483e036-8ade-4d31-919e-94ba2fb2a843-000144b6,83126,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c483e036-8ade-4d31-919e-94ba2fb2a843-000144c5,83141,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c483e036-8ade-4d31-919e-94ba2fb2a843-000144d6,83158,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c483e036-8ade-4d31-919e-94ba2fb2a843-000144e4,83172,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c483e036-8ade-4d31-919e-94ba2fb2a843-000144f7,83191,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
fbce4c2d-88ef-48d9-b360-5140d14d1d46-0003a3f7,238583,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
27ac7c44-b9d7-40cc-8a1b-c057ecc61919-0003a632,239154,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
27ac7c44-b9d7-40cc-8a1b-c057ecc61919-0003a677,239223,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
27ac7c44-b9d7-40cc-8a1b-c057ecc61919-0003a6f5,239349,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
27ac7c44-b9d7-40cc-8a1b-c057ecc61919-0003a778,239480,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
1c07e012-80ee-47f4-9ab3-e8a015fb7d26-0003a7a1,239521,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
1c07e012-80ee-47f4-9ab3-e8a015fb7d26-0003a839,239673,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
1c07e012-80ee-47f4-9ab3-e8a015fb7d26-0003a855,239701,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
1c07e012-80ee-47f4-9ab3-e8a015fb7d26-0003a889,239753,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
1c07e012-80ee-47f4-9ab3-e8a015fb7d26-0003a8be,239806,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c954f432-3ba0-4f1c-aa4f-47079bdccd50-0003a9ba,240058,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c954f432-3ba0-4f1c-aa4f-47079bdccd50-0003aa20,240160,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
c954f432-3ba0-4f1c-aa4f-47079bdccd50-0003aac5,240325,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
25933778-bdec-418f-9215-63d226921279-0003b5aa,243114,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
25933778-bdec-418f-9215-63d226921279-0003b993,244115,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
25933778-bdec-418f-9215-63d226921279-0003b9e7,244199,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
25933778-bdec-418f-9215-63d226921279-0003c36d,246637,Floor,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d02d,249901,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d02e,249902,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d02f,249903,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d030,249904,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d031,249905,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d032,249906,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d033,249907,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d034,249908,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d035,249909,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d036,249910,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d037,249911,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d038,249912,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d039,249913,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d03a,249914,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d03b,249915,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d03c,249916,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d03d,249917,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d03e,249918,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d03f,249919,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d040,249920,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d041,249921,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d042,249922,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d043,249923,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d044,249924,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d045,249925,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d046,249926,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d047,249927,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d048,249928,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d049,249929,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d04a,249930,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d04b,249931,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d04c,249932,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d04d,249933,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d04e,249934,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d04f,249935,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d050,249936,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d051,249937,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d052,249938,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d053,249939,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d054,249940,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d055,249941,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d056,249942,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d057,249943,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d058,249944,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d059,249945,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d05a,249946,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d05b,249947,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d05c,249948,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d05d,249949,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d05e,249950,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d05f,249951,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d060,249952,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d061,249953,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d062,249954,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d063,249955,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d064,249956,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d065,249957,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d066,249958,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d067,249959,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d068,249960,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d069,249961,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d06a,249962,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d06b,249963,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d06c,249964,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d06d,249965,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d06e,249966,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d06f,249967,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d070,249968,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d071,249969,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d072,249970,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d073,249971,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d074,249972,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d075,249973,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d076,249974,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d077,249975,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d078,249976,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d079,249977,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d07a,249978,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d07b,249979,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d07c,249980,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d07d,249981,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d07e,249982,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d07f,249983,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d080,249984,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d081,249985,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d082,249986,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d083,249987,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d084,249988,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d085,249989,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d086,249990,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d087,249991,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d088,249992,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d089,249993,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d08a,249994,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d08b,249995,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d08c,249996,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d08d,249997,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d08e,249998,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d08f,249999,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d090,250000,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d091,250001,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d092,250002,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d093,250003,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d094,250004,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d095,250005,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d096,250006,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d097,250007,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d098,250008,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d099,250009,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d09a,250010,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d09b,250011,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d09c,250012,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d09d,250013,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d09e,250014,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d09f,250015,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0a0,250016,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0a1,250017,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0a2,250018,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0a3,250019,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0a4,250020,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0a5,250021,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0a6,250022,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0a7,250023,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0a8,250024,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0a9,250025,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0aa,250026,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0ab,250027,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0ac,250028,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0ad,250029,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0ae,250030,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0af,250031,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0b0,250032,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0b1,250033,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0b2,250034,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0b3,250035,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0b4,250036,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0b5,250037,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0b6,250038,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0b7,250039,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0b8,250040,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0b9,250041,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0ba,250042,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
da3889fa-62b1-454b-abd4-eb32e68ee197-0003d0bb,250043,Road,TOR,May 24, 2023 11:25 AM,V21,PLE-TR-G12-HLD
